"date","report_url","report_title","report_description","report_type"
22 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150522.pdf","Japan"," BOJ Keeps Policy Unchanged Again In May 2015 But Seemed More Optimistic On Economy","Japan"
21 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150521A.pdf","Malaysia"," 11th Malaysia Plan (2016-2020) ","Malaysia"
21 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150521.pdf","US April FOMC Minutes"," Is June FOMC Lift-Off Really Off?","United States"
20 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150520.pdf","Japan"," Better Than Expected Start To 1Q 2015 GDP","Japan"
19 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150519.pdf","Indonesia"," Bank Indonesia Maintains Interest Rate","Indonesia"
18 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150518A.pdf","Thailand"," 1Q GDP Disappoints; More Headwinds Expected","Thailand"
18 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150518.pdf","Singapore"," Apr NODX Grew At A Slower Pace Of 2.2%; Headwinds Remain","Singapore"
15 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150515A.pdf","Malaysia"," Upside Growth Surprise In The First Quarter","Malaysia"
15 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150515.pdf","South Korea"," BoK Holds Fire As Household Debt Concerns Intensify","South Korea"
13 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150513A.pdf","Singapore Rates"," Looking Back On The Month","Singapore"
13 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150513.pdf","China"," Rate Cuts In Response To Soft Data (Chinese)","China (Chinese Version)"
11 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150511.pdf","China"," Rate Cuts In Response To Soft Data","China"
9 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150509.pdf","US"," April Payrolls Not Too Hot Or Cold At 223,000","United States"
8 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150508.pdf","Malaysia"," Bank Negara Maintained Rate","Malaysia"
6 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150506.pdf","China"," Aiming for the SDR Basket (Chinese)","China"
5 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150505A.pdf","Indonesia"," Sub-par Growth Continues","Indonesia"
5 May 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150505.pdf","Australia"," RBA Cuts Rate 25bps To Record 2% In May","Australia"
30 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150430C.pdf","Japan"," BOJ Stays Unchanged On 30 April 2015","Japan"
30 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150430B.pdf","China"," Aiming for the SDR Basket ","China"
30 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150430A.pdf","RBNZ Flags Possible Rate Cut",,"New Zealand"
30 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150430.pdf"," US"," An Expected April FOMC Decision Amid Disappointing 1Q 2015 GDP ","United States"
29 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150429.pdf","Thailand"," Another BoT Surprise Sends Policy Rate To 1.5%","Thailand"
24 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150424.pdf","Singapore"," Manufacturing Fell 5.5%; Worst In 2 Years","Singapore"
23 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150423A.pdf","Singapore"," Consumer Prices Fell For The Fifth Month","Singapore"
23 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150423.pdf","South Korea"," Growth Slowed In First Quarter","South Korea"
22 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150422.pdf","Japan"," Mar 2015 Makes First Trade Surplus Since Jun 2012","Japan"
20 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150420.pdf","China"," A Bold RRR Reduction","China"
17 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150417A.pdf","Singapore"," March NODX Expanded At The Fastest Pace In More Than 3 Years","Singapore"
17 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150417.pdf","China"," Further Deceleration In 1Q15 (Chinese)","China (Chinese Version)"
15 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150415.pdf","China"," Further Deceleration In 1Q15","China"
14 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150414A.pdf","Indonesia"," No Surprise As Bank Indonesia Holds Rate","Indonesia"
14 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150414.pdf","Singapore"," MAS Keeps Policy Stance As Core Inflation Outlook Is Maintained","Singapore"
9 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150409A.pdf","South Korea"," Household Debt Concern To Shape Interest Rate Expectation","South Korea"
9 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150409.pdf","US FOMC Minutes"," Split Over Rate Liftoff Timing","United States"
8 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150408.pdf","Japan"," BOJ Stays Unchanged Again On 8 April 2015","Japan"
7 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150407A.pdf","Currency Outlook"," A More Moderate Upward Trajectory In USD","Currency"
7 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150407.pdf","RBA Holds Off Rate Hike, For Now",,"Australia"
1 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150401A.pdf","China"," Launching Of Deposit Insurance System (Chinese)","China (Chinese Version)"
1 April 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150401.pdf","China"," Launching Of Deposit Insurance System","China"
31 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150331.pdf","China"," Relaxation Of Property Market Measures","China"
26 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150326.pdf","Singapore"," More Headwinds For Manufacturing Signal Lower Growth For 2015","Singapore"
23 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150323A.pdf","Singapore"," ""Deflation"" For The Fourth Straight Month, Longest Since 2009","Singapore"
23 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150323.pdf","Singapore"," Founding Father, Mr. Lee Kuan Yew (1923-2015)","Singapore"
19 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150319.pdf","US FOMC"," Losing ""Patient"" Stance Does Not Mean An ""Impatient"" Fed Says Yellen, Sending US Dollar Tumbling","United States"
17 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150317B.pdf","Indonesia"," Rate Hold To Provide Some Relief To IDR","Indonesia"
17 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150317A.pdf","Japan"," BOJ Holds Policy Stance Unchanged In March 2015","Japan"
17 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150317.pdf","Singapore"," Feb NODX Fell By The Most In Two Years","Singapore"
12 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150312B.pdf","Singapore"," Monetary Policy Preview - Looking For Midpoint Re-centering In April","Singapore"
12 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150312A.pdf","South Korea"," Interest Rate At Fresh Record Low   ","South Korea"
12 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150312.pdf","RBNZ Holds Interest Rate",,"New Zealand"
11 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150311.pdf","Thailand"," BoT Cuts Policy Rate By 25bps To 1.75%","Thailand"
9 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150309.pdf","Japan"," Subdued 4Q 2014 Rebound Just Got More Subdued","Japan"
8 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150308.pdf","US Labor Market"," Strong Feb NFP Feeds Fed Rate Hike Fears, Sending Stocks Down & UST Yields Higher","United States"
6 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150306B.pdf","China"," 2015 Growth Target Lowered (Chinese)","China (Chinese Version)"
6 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150306A.pdf","Euro Slides As ECB Begins Its Bond-Buying Program On 9 March",,"Eurozone"
5 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150305A.pdf","Malaysia"," Bank Negara Maintained Rate Ahead Of GST","Malaysia"
5 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150305.pdf","China"," 2015 Growth Target Lowered","China"
4 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150304.pdf","India"," Surprise RBI Rate Cut For The 2nd Time This Year  ","India"
3 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150303.pdf","RBA Holds Fire But Suggests Further Easing",,"Australia"
2 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150302B.pdf","China"," PBoC Cut Interest Rates Ahead Of NPC (Chinese)","China (Chinese Version)"
2 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150302A.pdf","China"," NPC Preview - What To Watch (Chinese)","China (Chinese Version)"
2 March 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150302.pdf","China"," PBoC Cut Interest Rates Ahead Of NPC","China"
27 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150227A.pdf","China"," NPC Preview - What To Watch","China"
27 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150227.pdf","RBA Preview"," Another Rate Cut Likely In March","Australia"
26 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150226.pdf","Singapore"," January Industrial Output Slows & More Headwinds Ahead In 1Q","Singapore"
25 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150225A.pdf","Yellen's Testimony"," Preparing For Change In Guidance","United States"
25 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150225.pdf","Greece"," Obtains Green Light But Doubts Prevail","Greece"
23 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150223B.pdf","Singapore Budget 2015"," Fine-Tuning Incentives For Individuals & Businesses","Singapore"
23 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150223A.pdf","Singapore"," Third Month Of Negative Inflation In January 2015 As Food Inflation Fell","Singapore"
18 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150218.pdf","Japan"," BOJ Leaves Policy Stance Unchanged As Expected","Japan"
17 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150217B.pdf","Indonesia"," Bank Indonesia Jumps On Rate Cut Bandwagon, Unexpectedly Cut Rates","Indonesia"
17 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150217A.pdf","Singapore"," 2014 GDP Growth Surprised On The Upside, While Jan NODX Showed Improvement","Singapore"
17 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150217.pdf","South Korea"," BoK Maintaining Hold, Further Cut Remains A Possibility","South Korea"
16 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150216A.pdf","Thailand"," 2014 GDP Grew 0.7%; 2015 Forecast At 4.0%","Thailand"
16 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150216.pdf","Japan"," Exits Recession But Rebound Subdued In 4Q 2014","Japan"
12 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150212.pdf","Malaysia"," Economic Growth Surprised On the Upside In 4Q14","Malaysia"
7 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150207.pdf","US Labor Market"," Strong Jan NFP Caps Best 3-Month Job Gains In 17 Years, Boosts Fed Hike Expectations","United States"
6 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150206.pdf","Singapore 2015 Budget Preview"," Staying the Course, More Help for the ""Sandwiched Class""","Singapore"
5 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150205A.pdf","Indonesia"," Moderate Growth Outlook Set To Continue Into 2015","Indonesia"
5 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150205.pdf","China"," PBoC Cuts Broad-Based RRR","China"
3 February 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150203.pdf","Australia"," RBA Joins Easing Bandwagon, Rates At Record Low  ","Australia"
30 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150130.pdf","China"," Reassessing RMB Outlook Post-MAS (Chinese)","China (Chinese Version)"
29 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150129D.pdf","China"," Reassessing RMB Outlook Post-MAS","China"
29 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150129C.pdf","Singapore"," A Weaker SGD Trajectory In 2015","Singapore"
29 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150129B.pdf","Malaysia"," Bank Negara Stays Put","Malaysia"
29 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150129.pdf","US FOMC"," Hawkish Jan Statement As The ""Patient"" Fed Starts 2015 With Improved Assessment Of US Economy ","United States"
28 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150128A.pdf","Thailand"," BoT Maintains Policy Rate At 2.0%","Thailand"
28 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150128.pdf","Singapore"," MAS Lowers SGD NEER Slope In Unscheduled Decision On 28 Jan 2015","Singapore"
27 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150127.pdf","Malaysia"," Assessing The Drivers Behind The Recent MYR Rout","Malaysia"
26 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150126B.pdf","Singapore"," 2014 Manufacturing Grew 2.6% Due To Biomedical, Chemicals & Precision Engineering clusters","Singapore"
26 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150126.pdf","Anti-Austerity Syriza Wins Greek Elections - What Happens Next?",,"Eurozone"
23 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150123B.pdf","Post-SNB"," Could Other Pegged Currencies Be At Risk?","Europe"
23 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150123A.pdf","Singapore"," CPI Declines Again In December","Singapore"
23 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150123.pdf","ECB"," Draghi Finally Launches Sovereign Quantitative Easing","Eurozone"
21 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150121.pdf","Japan"," BOJ Leaves Policy Stance Unchanged, Increases & Extends Loans Programme In January","Japan"
20 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150120A.pdf","Malaysia"," Budget 2015 Revision","Malaysia"
20 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150120.pdf","China"," 4Q14 GDP Reaffirms ""New Normal"" Growth Trend","China"
16 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150116B.pdf","Singapore"," Surprising December Exports Expansion Thanks To An Unexpected Electronics Turnaround","Singapore"
16 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150116A.pdf","The Aftermath Of The SNB's Bombshell",,"Europe"
16 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150116.pdf","Indonesia"," Bank Indonesia Maintained A Hold","Indonesia"
15 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150115B.pdf","Swiss National Bank (SNB) Abandons 1.20 Euro Cap, Slashes Rates",,"Europe"
15 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150115A.pdf","South Korea"," BoK Holding Back Further Monetary Easing","South Korea"
15 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150115.pdf","India"," Central Bank Surprised Markets With A 25bps Rate Cut","India"
12 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150112.pdf","US Labor Market"," Sterling Jobs Numbers In 2014 But Wage Growth Disappoints In December","United States"
9 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150109.pdf","BoE Keeps Policy Steady For First Meeting Of The Year",,"United Kingdom"
8 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150108.pdf","US FOMC Minutes"," Patient Stance Read As No Hike In 1Q","United States"
7 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150107A.pdf","Asia"," Dollar Dominance Looks Set To Persist","Asia"
7 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150107.pdf","Singapore"," Short Rates On The Move","Singapore"
2 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150102C.pdf","China"," SAFE Notice 53 On Changes In Foreign Currency Exchange Net Open Position","China"
2 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150102B.pdf","Indonesia"," Inflation Surged In December While November Export Slumped  ","Indonesia"
2 January 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150102.pdf","Singapore"," Manufacturing Drags, Productivity Pains","Singapore"
26 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141226.pdf","Singapore"," Industrial Production Contracted For Third Consecutive Month In November","Singapore"
23 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141223B.pdf","Singapore"," November CPI Turns Negative For The First Time Since GFC","Singapore"
23 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141223a.pdf","Asia"," It's Not 1998 This Time, Not Yet Anyway ","Asia"
19 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141219.pdf","Japan"," No Surprise From BOJ As Policy Stance Unchanged ","Japan"
18 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141218A.pdf","US FOMC"," A ""Patient"" Yellen Drops ""Considerable Time""","United States"
18 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141218.pdf","Indonesia"," Monetary Tightening Risk As IDR Comes Under Pressure","Indonesia"
17 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141217.pdf","Singapore"," Weaker-Than-Expected November NODX Rebound As Anemic Electronics Continues Its Drag","Singapore"
15 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141215A.pdf","Japan"," Abe Wins Big In Election Amid Record Low Turnout","Japan"
15 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141215.pdf","China"," Three New FTZs To Join Shanghai","China"
12 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141212.pdf","China"," Moving Into A New Normal Growth Phase  ","China"
11 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141211B.pdf","Indonesia"," Bank Indonesia Left Interest Rates Unchanged","Indonesia"
11 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141211A.pdf","South Korea"," BoK Holds Interest Rate","South Korea"
11 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141211.pdf","China"," Taking Another Look At China's Trade Data","China"
9 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141209.pdf","Singapore"," Recalibrating The UOB SGD NEER Model","Singapore"
5 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141205.pdf","Draghi Paves The Ground For QE",,"Eurozone"
4 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141204.pdf","Oil & Gas"," Losing Sheen","Oil & Gas"
1 December 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141201.pdf","China"," Deposit Insurance Scheme On Track","China"
26 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141126.pdf","Singapore"," Industrial Production Disappoints Again In October","Singapore"
24 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141124CN.pdf","China"," Surprise Interest Rate Cuts To Support Growth (CN)","China"
25 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141125A.pdf","Singapore"," Upside Surprise In 3Q, 2014 GDP Growth Kept At 3.2%","Singapore"
24 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141124A.pdf","Singapore"," October Headline Inflation Fell Off The Cliff","Singapore"
24 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141124.pdf","China"," Surprise Interest Rate Cuts To Support Growth","China"
21 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141121A.pdf","Malaysia"," Subsidies On RON95 Petrol And Diesel To Be Removed","Malaysia"
21 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141121.pdf","Singapore"," Expect Correction In The Negative SOR-SIBOR Basis","Singapore"
20 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141120A.pdf","USD/SGD"," Where are we at the SGD NEER Model?","Singapore"
20 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141120.pdf","US FOMC Minutes"," No Fresh Leads On Rates Hikes But FOMC Members Concerned About Inflation Outlook","United States"
19 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141119.pdf","Japan"," BOJ Keeps Policy Steady In November As Expected","Japan"
18 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141118B.pdf","Indonesia"," Bank Indonesia Hiked Policy Rate By 25 bps After Fuel Price Increase","Indonesia"
18 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141118A.pdf","Japan"," 2015 Sales Tax Hike Delayed Till April 2017, Snap Elections Called On 21 December 2014","Japan"
18 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141118.pdf","Indonesia"," Government Delivers On Fuel Subsidy Cut","Indonesia"
17 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141117B.pdf","Thailand"," Weaker-Than-Expected 3Q GDP Growth As Exports Slumped","Thailand"
17 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141117A.pdf","Japan"," Technical Recession In 3Q On Sales Tax Burden, Weak External Demand","Japan"
17 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141117.pdf","Singapore"," October NODX Fell As Both Electronic & Non-Electronic Exports Contracted","Singapore"
14 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141114.pdf","Malaysia"," 3Q14 Growth Moderated In Line With Expectation","Malaysia"
13 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141113A.pdf","Indonesia"," Rate View Depends On Impending Fuel Price Hike","Indonesia"
13 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141113.pdf","South Korea"," Rate Steady, Further Cut Cannot Be Ruled Out","South Korea"
12 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141112A.pdf","China"," Daily Conversion Limit Removed In HK Ahead Of ""Through Train""","China"
12 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141112.pdf","The Dollar Bull Looks Set To Charge Into 2015",,"United States"
10 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141110.pdf","US Labor Market"," Oct Adds 214k Jobs, Jobless Rate Falls To 5.8%","United States"
7 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141107A.pdf","Euro Hits Two-Year Low As Draghi Commits To Do More",,"Eurozone"
7 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141107.pdf","BoE Holds; Focus On Next Week's Inflation Report",,"United Kingdom"
6 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141106.pdf","Malaysia"," No Surprise As BNM Maintains Rate","Malaysia"
5 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141105.pdf","Indonesia"," Growth Slowed Further In 3Q14","Indonesia"
4 November 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141104.pdf","AUD/USD Nudges Higher On Uneventful RBA Outcome",,"Australia"
31 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141031A.pdf","Japan"," BOJ Finally Eases Again In October","Japan"
31 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141031.pdf","US"," A Stronger-Than-Expected 3Q GDP Growth Adds To Earlier Fed Rate Hike Expectations","United States"
30 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141030.pdf","US FOMC"," Fed Ends QE, Keeps ""Considerable time"" But Improvements To US Labor Outlook Adds Hawkish Tint","United States"
27 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141027A.pdf","China"," Direct Trading Of RMB With SGD Commences","China"
27 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141027.pdf","Little Substantial Support For Euro Despite Positive Stress Test Outcome",,"Eurozone"
24 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141024.pdf","Singapore"," Weak Industrial Production As Biomedical Manufacturing Falters In September","Singapore"
23 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141023.pdf","Singapore"," September Inflation Eased To A 7-Month Low Of 0.6%","Singapore"
21 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141021.pdf","China"," 3Q14 GDP Growth Decelerating","China"
17 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141017.pdf","Singapore"," Weak NODX Growth In September, As Electronics Exports Continue To Falter","Singapore"
15 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141015.pdf","USD/Asians"," Looking For Levels To Re-Enter","United States"
14 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141014.pdf","Singapore"," MAS Keeps Policy Stance Unchanged, As Core Inflation Expectations Remain High","Singapore"
10 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141010.pdf","Malaysia"," Budget 2015 Maintains Stance Towards Fiscal Consolidation","Malaysia"
9 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141009.pdf","FOMC"," Meeting Minutes Suggest A Patient And Cautious Fed","United States"
8 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141008.pdf","Indonesia"," Potential Hike In Fuel Prices Puts Upside Risk On Interest Rates","Indonesia"
7 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141007.pdf","RBA Still Looks For A Lower AUD",,"Australia"
4 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141004.pdf","US Labor Market"," Hiring Surge In Sep, Jobless Rate Falls Below 6%","United States"
3 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141003A.pdf","China"," Ring-Fencing Local Government Debt","China"
3 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141003.pdf","ECB"," A Reluctant Draghi Disappoints","Eurozone"
2 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141002.pdf","Malaysia"," Fuel Price Hike Brings Some Relief To Ringgit","Malaysia"
1 October 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_141001.pdf","China"," PBoC to the Rescue","China"
29 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140929A.pdf","Malaysia"," Budget 2015 Preview","Malaysia"
29 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140929.pdf","Singapore MAS MPS Preview"," No Change In October But With 1/3 Chance Of Re-Centering","Singapore"
26 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140926.pdf","Singapore"," August Manufacturing Grew 4.2%, As Electronics Brought Some Cheer","Singapore"
23 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140923.pdf","Singapore"," Aug Inflation Eased Further To 0.9%y/y As Transport Costs Fell Again","Singapore"
19 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140919A.pdf","Scotland Votes No; Pound Surges",,"United Kingdom"
19 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140919.pdf","Malaysia"," Retaining Slightly Hawkish Bias","Malaysia"
18 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140918.pdf","US FOMC"," Not Preparing For Lift-Off Yet But Signals Look Hawkish","United States"
17 September 2014,"http://www.uobgroup.com/assets/pdfs/research/Flash_140917.pdf","Singapore"," Brief Reprieve As NODX Gained 6% In August","Singapore"
